summoners,result,time,champion,d_spell,f_spell,kill,deths,assist,level,kill_part,cs,ward
qweaszv,Victory,16m 35s,Ahri,Teleport,Flash,4,2,2,12,26,149,3
qweaszv,Victory,36m 19s,LeBlanc,Teleport,Flash,12,11,12,18,56,244,6
qweaszv,Defeat,20m 10s,Vex,Ignite,Flash,4,5,3,12,64,144,4
qweaszv,Defeat,18m 33s,Nautilus,Ignite,Flash,2,4,8,9,71,38,6
qweaszv,Victory,15m 15s,Sylas,Teleport,Flash,3,4,3,10,32,102,4
qweaszv,Defeat,38m 31s,Ahri,Teleport,Flash,7,8,9,18,57,240,4
qweaszv,Victory,18m 48s,Vex,Teleport,Flash,11,1,6,13,59,171,2
qweaszv,Victory,15m 48s,Ahri,Teleport,Flash,11,1,5,12,41,140,3
qweaszv,Defeat,31m 5s,Karthus,Smite,Exhaust,8,7,2,15,48,190,8
YeQiuFengXXX,Defeat,20m 52s,Morgana,Ignite,Flash,0,8,6,9,50,29,5
YeQiuFengXXX,Victory,19m 34s,Sylas,Ghost,Flash,20,14,18,18,70,47,0
YeQiuFengXXX,Victory,20m 29s,Jinx,Ghost,Flash,10,9,26,18,62,84,0
YeQiuFengXXX,Victory,33m 13s,Qiyana,Ignite,Flash,3,12,10,14,29,161,6
YeQiuFengXXX,Defeat,20m 0s,Qiyana,Ignite,Flash,5,3,0,12,28,142,2
YeQiuFengXXX,Victory,24m 13s,Karthus,Mark,Flash,9,18,35,18,65,86,0
YeQiuFengXXX,Victory,32m 2s,Qiyana,Ignite,Flash,10,5,9,16,41,164,3
YeQiuFengXXX,Victory,24m 10s,Sylas,Teleport,Flash,5,3,12,14,49,166,3
YeQiuFengXXX,Victory,16m 47s,Sylas,Ignite,Flash,4,1,6,11,50,96,3
YeQiuFengXXX,Defeat,18m 58s,Qiyana,Ignite,Flash,1,7,1,10,22,106,3
YeQiuFengXXX,Victory,24m 44s,Qiyana,Ignite,Flash,7,7,9,13,39,121,6
YeQiuFengXXX,Victory,24m 34s,Qiyana,Ignite,Flash,7,0,4,15,50,182,4
YeQiuFengXXX,Victory,24m 31s,Qiyana,Ignite,Flash,5,5,11,14,50,158,5
YeQiuFengXXX,Victory,15m 18s,Qiyana,Ignite,Flash,8,1,2,12,50,125,4
YeQiuFengXXX,Defeat,19m 9s,Sylas,Teleport,Flash,3,10,1,10,67,93,2
YeQiuFengXXX,Defeat,29m 34s,Qiyana,Ignite,Flash,11,8,2,16,54,241,2
YeQiuFengXXX,Victory,21m 5s,Qiyana,Ignite,Flash,8,2,4,13,32,125,3
YeQiuFengXXX,Victory,23m 25s,Malphite,Teleport,Flash,2,3,6,12,30,113,5
YeQiuFengXXX,Victory,25m 2s,Qiyana,Ignite,Flash,3,5,12,13,48,43,3
YeQiuFengXXX,Victory,25m 55s,Qiyana,Ignite,Flash,11,6,9,16,54,184,8
듀얼아카데미입학,Defeat,38m 16s,Poppy,Teleport,Flash,8,6,7,18,52,225,3
듀얼아카데미입학,Victory,23m 39s,Ekko,Teleport,Flash,8,1,8,15,43,160,2
듀얼아카데미입학,Remake,3m 17s,Poppy,Teleport,Flash,0,1,0,3,0,7,0
듀얼아카데미입학,Defeat,23m 55s,Poppy,Teleport,Flash,2,5,5,14,35,149,2
듀얼아카데미입학,Defeat,25m 46s,Poppy,Teleport,Flash,2,5,1,14,19,181,2
듀얼아카데미입학,Defeat,13m 24s,Yuumi,Ghost,Flash,3,4,6,9,90,16,0
듀얼아카데미입학,Victory,15m 29s,Vex,Ignite,Flash,9,4,9,14,40,53,0
듀얼아카데미입학,Defeat,21m 12s,Poppy,Teleport,Flash,2,6,1,11,27,107,0
듀얼아카데미입학,Victory,20m 50s,Warwick,Barrier,Flash,8,2,4,13,31,133,0
듀얼아카데미입학,Victory,27m 18s,Poppy,Teleport,Flash,6,5,9,16,41,116,2
듀얼아카데미입학,Victory,26m 49s,Poppy,Teleport,Flash,5,1,7,15,30,135,5
듀얼아카데미입학,Victory,24m 5s,Poppy,Teleport,Flash,3,0,10,14,43,143,0
듀얼아카데미입학,Victory,33m 24s,Poppy,Teleport,Flash,2,5,13,16,60,154,1
듀얼아카데미입학,Victory,23m 15s,Poppy,Teleport,Flash,3,2,9,13,36,111,1
듀얼아카데미입학,Victory,24m 38s,Lucian,Ignite,Flash,31,5,3,18,74,173,0
듀얼아카데미입학,Victory,19m 39s,Poppy,Teleport,Flash,2,3,6,12,31,116,0
듀얼아카데미입학,Defeat,26m 11s,Poppy,Teleport,Flash,6,6,5,14,48,130,1
듀얼아카데미입학,Victory,26m 27s,Poppy,Teleport,Flash,6,3,8,15,39,136,0
듀얼아카데미입학,Victory,16m 27s,Poppy,Teleport,Flash,2,3,0,11,8,93,1
듀얼아카데미입학,Defeat,15m 19s,Poppy,Teleport,Flash,0,5,1,9,13,80,1
Quad,Defeat,23m 7s,Ezreal,Exhaust,Flash,4,6,5,12,56,186,7
Quad,Victory,25m 9s,Vex,Ignite,Flash,4,4,11,14,50,179,4
Quad,Victory,22m 48s,Ahri,Teleport,Flash,1,0,15,15,52,163,8
Quad,Victory,21m 34s,Ahri,Teleport,Flash,7,4,14,13,68,154,7
Quad,Defeat,15m 23s,Jinx,Heal,Flash,0,4,1,9,13,105,1
Quad,Defeat,22m 23s,LeBlanc,Teleport,Flash,1,5,4,12,28,155,3
Quad,Victory,24m 19s,LeBlanc,Ignite,Flash,4,1,7,14,65,180,5
Quad,Victory,31m 4s,Ryze,Teleport,Flash,6,3,11,17,55,258,9
Quad,Victory,24m 34s,Syndra,Teleport,Flash,3,2,5,14,47,201,9
Quad,Defeat,25m 41s,Jinx,Heal,Flash,1,5,4,12,33,162,4
Quad,Victory,15m 39s,LeBlanc,Ignite,Flash,8,0,3,11,73,111,1
Quad,Victory,25m 4s,Ahri,Teleport,Flash,12,1,13,14,78,179,8
Quad,Victory,15m 17s,Ahri,Teleport,Flash,7,0,3,12,50,130,5
Quad,Victory,16m 8s,Ahri,Teleport,Flash,4,1,14,11,62,123,3
Quad,Victory,27m 55s,Cassiopeia,Exhaust,Flash,5,5,9,15,50,234,13
Quad,Defeat,29m 32s,Lucian,Heal,Flash,15,5,7,16,73,265,5
Quad,Victory,28m 13s,Ryze,Teleport,Flash,9,4,15,16,62,230,7
Quad,Victory,15m 35s,Zoe,Ignite,Flash,11,1,3,11,70,125,2
Quad,Defeat,28m 8s,Kai'Sa,Ignite,Flash,4,7,3,14,54,215,6
Quad,Victory,23m 32s,Yasuo,Ignite,Flash,6,4,6,14,46,178,3
킬러톱,Victory,23m 59s,Cassiopeia,Flash,Teleport,8,0,4,15,39,237,3
킬러톱,Defeat,28m 47s,Cassiopeia,Flash,Heal,9,9,4,14,54,213,3
킬러톱,Victory,27m 4s,Cassiopeia,Flash,Teleport,6,2,10,17,70,249,3
킬러톱,Victory,15m 30s,Cassiopeia,Flash,Exhaust,1,1,3,11,20,141,1
킬러톱,Defeat,23m 16s,Cassiopeia,Flash,Teleport,3,8,1,12,29,132,5
킬러톱,Defeat,15m 37s,Cassiopeia,Flash,Teleport,2,5,0,9,33,96,1
킬러톱,Victory,16m 47s,Cassiopeia,Flash,Ignite,2,1,1,12,15,159,4
킬러톱,Defeat,30m 27s,Cassiopeia,Flash,Heal,4,9,8,14,35,206,5
킬러톱,Victory,26m 49s,Cassiopeia,Flash,Teleport,6,6,4,15,42,184,6
킬러톱,Victory,20m 55s,Cassiopeia,Flash,Exhaust,1,4,8,11,35,132,4
킬러톱,Defeat,34m 6s,Cassiopeia,Flash,Teleport,3,11,12,16,43,187,5
킬러톱,Victory,25m 18s,Cassiopeia,Flash,Heal,12,0,6,15,55,217,5
킬러톱,Victory,32m 47s,Soraka,Flash,Exhaust,5,3,21,15,62,11,3
킬러톱,Defeat,21m 47s,Olaf,Flash,Exhaust,2,7,7,13,64,144,0
킬러톱,Victory,27m 1s,Cassiopeia,Flash,Teleport,3,4,7,15,36,212,2
킬러톱,Defeat,21m 28s,Cassiopeia,Flash,Teleport,1,3,2,12,25,170,2
킬러톱,Victory,15m 46s,Cassiopeia,Flash,Teleport,3,5,0,10,13,92,4
킬러톱,Defeat,36m 19s,Cassiopeia,Flash,Teleport,5,10,9,17,30,199,6
킬러톱,Victory,18m 6s,Cassiopeia,Flash,Teleport,6,0,1,13,41,181,3
킬러톱,Defeat,21m 37s,Cassiopeia,Flash,Teleport,5,7,1,13,27,150,1
22TOTY 정예찬,Victory,21m 5s,Sylas,Flash,Teleport,7,4,5,13,41,131,2
22TOTY 정예찬,Victory,16m 11s,Gnar,Flash,Mark,16,8,23,16,80,55,0
22TOTY 정예찬,Defeat,20m 7s,Gwen,Flash,Ghost,7,13,25,18,65,31,0
22TOTY 정예찬,Victory,16m 37s,Varus,Flash,Cleanse,5,8,21,15,65,64,0
22TOTY 정예찬,Victory,15m 21s,Katarina,Flash,Cleanse,12,7,20,16,76,40,0
22TOTY 정예찬,Victory,16m 13s,Gwen,Flash,Ghost,13,11,25,16,59,37,0
22TOTY 정예찬,Victory,25m 43s,Ahri,Flash,Exhaust,4,8,17,15,47,150,0
22TOTY 정예찬,Defeat,15m 15s,Ahri,Flash,Exhaust,3,4,1,11,57,116,2
22TOTY 정예찬,Victory,27m 30s,Vex,Flash,Ignite,9,5,8,16,55,215,2
22TOTY 정예찬,Victory,17m 19s,Karma,Flash,Ignite,2,2,5,8,44,12,4
22TOTY 정예찬,Victory,16m 56s,Ahri,Flash,Teleport,3,2,8,12,42,145,3
22TOTY 정예찬,Victory,21m 11s,Ahri,Flash,Ignite,8,2,10,13,56,162,1
22TOTY 정예찬,Defeat,25m 32s,LeBlanc,Flash,Ignite,4,6,5,14,50,178,2
22TOTY 정예찬,Victory,16m 15s,Akshan,Flash,Exhaust,29,11,17,18,82,78,0
22TOTY 정예찬,Victory,20m 18s,Yasuo,Flash,Exhaust,16,12,13,18,67,94,0
22TOTY 정예찬,Victory,20m 33s,Tryndamere,Flash,Ghost,16,11,21,18,65,35,0
22TOTY 정예찬,Victory,22m 53s,Viktor,Flash,Teleport,8,2,12,15,59,188,3
22TOTY 정예찬,Victory,28m 41s,Kai'Sa,Flash,Exhaust,11,5,11,16,52,224,3
22TOTY 정예찬,Victory,23m 54s,Ekko,Flash,Teleport,6,4,6,14,40,166,4
22TOTY 정예찬,Victory,31m 31s,LeBlanc,Flash,Ignite,14,4,13,18,68,208,4
zzzusss,Victory,21m 20s,Katarina,Flash,Mark,12,14,26,18,58,44,0
zzzusss,Victory,9m 4s,Diana,Flash,Mark,9,6,7,10,80,22,0
zzzusss,Victory,20m 21s,Senna,Flash,Cleanse,16,8,19,17,92,108,0
zzzusss,Victory,24m 33s,Renata Glasc,Flash,Ignite,2,2,16,13,51,13,9
zzzusss,Defeat,28m 42s,Yuumi,Exhaust,Ignite,0,4,22,14,76,3,8
zzzusss,Defeat,27m 29s,Renata Glasc,Flash,Ignite,4,9,16,13,69,39,12
zzzusss,Defeat,18m 22s,Karma,Flash,Ignite,1,6,5,9,60,23,6
zzzusss,Victory,30m 52s,Zilean,Flash,Ignite,4,5,17,14,75,14,14
zzzusss,Defeat,15m 13s,Nautilus,Flash,Ignite,0,5,6,8,100,27,4
zzzusss,Victory,31m 18s,Renata Glasc,Flash,Ignite,1,5,12,14,37,21,10
zzzusss,Victory,34m 5s,Karma,Flash,Ignite,8,5,18,15,67,24,7
zzzusss,Defeat,15m 36s,Karma,Flash,Ignite,2,6,4,8,67,7,4
zzzusss,Victory,21m 6s,Pyke,Flash,Ignite,3,6,15,10,62,31,5
zzzusss,Victory,24m 45s,Renata Glasc,Flash,Ignite,4,6,8,10,60,14,13
zzzusss,Victory,34m 31s,Renata Glasc,Flash,Ignite,2,6,37,16,80,17,15
zzzusss,Defeat,17m 33s,Sett,Flash,Ignite,2,3,3,9,45,30,4
zzzusss,Defeat,27m 10s,Karma,Flash,Ignite,1,7,11,11,57,27,10
zzzusss,Victory,26m 10s,Jhin,Flash,Heal,8,3,10,14,78,208,3
zzzusss,Victory,15m 46s,Karma,Flash,Ignite,4,2,10,9,50,9,6
zzzusss,Defeat,18m 31s,Karma,Flash,Ignite,1,3,3,8,44,22,6
qqcccc,Victory,27m 8s,Xayah,Cleanse,Flash,10,3,11,16,54,215,2
qqcccc,Victory,35m 28s,Ezreal,Heal,Flash,12,9,12,17,71,252,0
qqcccc,Defeat,20m 3s,Ezreal,Heal,Flash,0,7,0,10,0,153,0
qqcccc,Defeat,27m 48s,Ezreal,Cleanse,Flash,2,7,7,13,35,212,1
qqcccc,Victory,16m 7s,Gnar,Teleport,Flash,0,3,2,11,12,127,1
qqcccc,Defeat,15m 43s,Irelia,Ignite,Teleport,0,6,2,10,20,119,1
qqcccc,Victory,22m 40s,Ezreal,Heal,Flash,4,3,11,14,47,182,0
qqcccc,Defeat,32m 59s,Samira,Cleanse,Flash,3,18,9,15,32,202,0
qqcccc,Defeat,17m 0s,Camille,Ignite,Teleport,1,7,1,9,29,64,0
qqcccc,Victory,36m 42s,Xayah,Heal,Flash,11,5,12,18,59,313,2
qqcccc,Victory,22m 45s,Rakan,Mark,Flash,11,10,38,18,73,8,0
qqcccc,Victory,13m 40s,Rengar,Mark,Flash,6,8,18,14,56,22,0
qqcccc,Defeat,20m 59s,Samira,Exhaust,Flash,2,7,5,10,35,148,1
qqcccc,Victory,25m 0s,Lucian,Heal,Flash,8,3,5,14,42,229,1
qqcccc,Defeat,22m 2s,Viego,Smite,Flash,2,6,8,13,77,151,2
qqcccc,Victory,15m 56s,Ezreal,Heal,Flash,4,3,4,9,38,120,0
qqcccc,Victory,30m 52s,Ezreal,Heal,Flash,13,5,10,16,82,296,0
qqcccc,Defeat,15m 52s,Nautilus,Ignite,Flash,2,8,3,7,50,19,4
qqcccc,Defeat,17m 33s,Samira,Cleanse,Flash,7,8,7,11,74,112,0
qqcccc,Defeat,30m 31s,Lucian,Cleanse,Flash,7,8,5,14,57,231,0
Leminem,Defeat,27m 18s,Kayle,Teleport,Flash,10,7,1,16,38,265,0
Leminem,Defeat,26m 49s,Karthus,Smite,Flash,9,6,4,14,59,199,0
Leminem,Defeat,33m 55s,Veigar,Teleport,Flash,11,10,6,18,46,283,0
Leminem,Defeat,27m 49s,Veigar,Teleport,Flash,10,6,4,17,48,257,1
Leminem,Victory,34m 54s,Karthus,Smite,Flash,10,5,17,18,73,264,0
Leminem,Victory,20m 33s,Karthus,Smite,Flash,8,4,7,13,56,174,0
Leminem,Defeat,27m 27s,Veigar,Teleport,Flash,3,9,1,14,20,189,0
Leminem,Victory,32m 16s,Veigar,Teleport,Flash,7,6,7,18,30,294,0
Leminem,Defeat,18m 43s,Yone,Teleport,Flash,0,4,1,11,25,139,1
Leminem,Victory,29m 34s,Kayle,Teleport,Flash,18,6,5,18,82,304,0
Leminem,Victory,15m 17s,Veigar,Teleport,Flash,11,2,2,12,52,154,0
Leminem,Victory,31m 8s,Corki,Teleport,Flash,5,10,11,17,52,240,0
Leminem,Defeat,22m 5s,Viktor,Teleport,Flash,1,8,4,13,38,188,0
Leminem,Victory,17m 7s,Veigar,Teleport,Flash,5,1,4,13,36,185,0
Leminem,Victory,27m 43s,Viktor,Teleport,Flash,10,6,8,17,46,264,0
Leminem,Defeat,21m 28s,Xerath,Teleport,Flash,4,4,0,13,50,196,0
Leminem,Defeat,24m 25s,Xerath,Teleport,Flash,1,5,3,13,29,178,0
Leminem,Victory,22m 45s,Veigar,Teleport,Flash,5,2,1,15,21,220,0
Leminem,Defeat,25m 45s,Veigar,Teleport,Flash,7,6,2,15,47,235,1
Leminem,Defeat,30m 4s,Zilean,Teleport,Flash,0,5,13,15,52,194,0
asdasasdasd,Victory,22m 43s,Nautilus,Flash,Ignite,2,6,13,11,58,27,10
asdasasdasd,Defeat,27m 40s,Karma,Flash,Ignite,1,9,2,11,20,29,11
asdasasdasd,Remake,3m 17s,Nautilus,Flash,Ignite,1,0,1,2,67,2,1
asdasasdasd,Victory,28m 18s,Nautilus,Flash,Ignite,4,0,10,13,45,23,13
asdasasdasd,Defeat,21m 18s,Leona,Flash,Ignite,0,5,5,9,38,26,8
asdasasdasd,Victory,29m 53s,Alistar,Flash,Ignite,1,3,18,13,56,37,15
asdasasdasd,Victory,33m 58s,Leona,Flash,Ignite,3,4,18,14,66,38,18
asdasasdasd,Defeat,40m 21s,Alistar,Flash,Ignite,1,5,15,16,64,45,20
asdasasdasd,Defeat,22m 34s,Nautilus,Flash,Ignite,1,3,9,10,53,33,9
asdasasdasd,Defeat,23m 23s,Alistar,Flash,Ignite,2,7,7,9,50,27,11
asdasasdasd,Victory,24m 25s,Nautilus,Flash,Ignite,2,6,19,13,72,24,12
asdasasdasd,Victory,16m 0s,Nautilus,Flash,Ignite,2,2,3,8,22,27,5
asdasasdasd,Victory,27m 18s,Nautilus,Flash,Ignite,1,8,17,13,49,27,14
asdasasdasd,Victory,26m 49s,Nautilus,Flash,Ignite,2,7,12,12,35,32,11
asdasasdasd,Victory,24m 5s,Rakan,Flash,Ignite,5,2,23,12,93,31,11
asdasasdasd,Defeat,33m 24s,Ezreal,Flash,Heal,4,4,11,15,58,261,4
asdasasdasd,Victory,18m 48s,Nautilus,Flash,Ignite,1,3,15,10,53,38,9
asdasasdasd,Defeat,29m 28s,Leona,Flash,Ignite,2,5,18,13,71,34,13
asdasasdasd,Victory,28m 53s,Nautilus,Flash,Ignite,0,5,20,13,44,28,16
asdasasdasd,Victory,20m 3s,Nautilus,Flash,Ignite,1,1,10,10,52,29,8
kamaru,Defeat,24m 5s,Yasuo,Exhaust,Flash,6,7,6,12,75,205,1
kamaru,Victory,33m 24s,Yone,Ignite,Flash,5,4,5,17,40,278,2
kamaru,Defeat,32m 50s,Yasuo,Exhaust,Flash,1,9,6,15,33,259,3
kamaru,Victory,31m 56s,Yasuo,Ignite,Flash,13,2,10,18,62,303,1
kamaru,Defeat,27m 17s,Yasuo,Ignite,Flash,3,10,4,14,64,216,3
kamaru,Defeat,30m 42s,Yone,Cleanse,Flash,3,8,7,16,29,246,2
kamaru,Victory,16m 9s,Yasuo,Exhaust,Flash,15,1,8,11,61,134,0
kamaru,Defeat,23m 35s,Yone,Ignite,Flash,6,6,5,13,46,163,2
kamaru,Victory,20m 11s,Yasuo,Exhaust,Flash,10,2,5,14,47,178,1
kamaru,Victory,32m 2s,Yasuo,Exhaust,Flash,12,7,12,17,52,302,3
kamaru,Victory,18m 34s,Yone,Ignite,Flash,3,3,3,12,35,156,2
kamaru,Defeat,28m 7s,Yone,Teleport,Flash,7,8,4,15,41,217,4
kamaru,Defeat,25m 31s,Yasuo,Ignite,Flash,5,9,10,13,52,163,2
kamaru,Victory,21m 58s,Yasuo,Ignite,Flash,11,3,9,14,74,201,3
kamaru,Victory,30m 3s,Yone,Teleport,Flash,8,6,8,17,44,279,3
kamaru,Victory,17m 21s,Yone,Exhaust,Flash,4,0,9,12,45,183,0
kamaru,Victory,29m 15s,Yone,Ignite,Flash,6,6,6,17,40,301,2
kamaru,Victory,25m 41s,Yone,Exhaust,Flash,4,1,8,16,44,255,1
kamaru,Victory,15m 39s,Yone,Ignite,Flash,4,2,1,11,19,132,0
kamaru,Defeat,15m 25s,Yasuo,Ignite,Flash,2,7,2,10,57,117,0
Samver,Victory,24m 13s,Alistar,Ignite,Flash,1,3,18,12,73,30,4
Samver,Defeat,20m 10s,Lucian,Heal,Flash,1,9,2,10,27,117,1
Samver,Victory,20m 33s,Vex,Ignite,Flash,15,1,5,14,63,162,3
Samver,Victory,14m 21s,Lucian,Heal,Flash,4,2,0,8,25,100,1
Samver,Victory,16m 12s,Vayne,Heal,Flash,1,1,5,10,32,129,1
Samver,Defeat,24m 11s,Vayne,Heal,Flash,0,6,3,11,60,171,2
Samver,Victory,22m 25s,Lucian,Teleport,Flash,5,3,9,15,32,192,4
Samver,Victory,24m 32s,Ezreal,Heal,Flash,9,2,7,15,50,217,3
Samver,Victory,40m 9s,Lucian,Heal,Flash,15,10,15,18,56,351,4
Samver,Victory,25m 39s,Kai'Sa,Heal,Flash,5,7,7,15,24,201,2
Samver,Defeat,27m 58s,Samira,Exhaust,Flash,11,12,1,13,55,166,1
Samver,Defeat,24m 12s,Xayah,Heal,Flash,2,5,3,12,28,132,0
Samver,Victory,30m 6s,Ezreal,Flash,Heal,6,5,7,16,37,245,3
Samver,Defeat,29m 45s,Samira,Cleanse,Flash,13,10,5,15,67,209,4
Samver,Victory,21m 5s,Ezreal,Heal,Flash,8,3,12,13,48,179,2
Samver,Victory,27m 2s,Ezreal,Heal,Flash,5,8,19,15,53,197,1
Samver,Victory,19m 6s,Kai'Sa,Ignite,Flash,4,1,6,12,53,148,4
Samver,Defeat,20m 7s,Ezreal,Heal,Flash,3,11,8,10,65,80,1
Samver,Victory,23m 9s,Ezreal,Heal,Flash,14,4,11,13,76,190,1
Samver,Defeat,26m 15s,Jinx,Heal,Flash,9,9,4,15,48,207,1
신상공원,Victory,15m 41s,Miss Fortune,Heal,Flash,6,0,4,10,77,145,2
신상공원,Defeat,29m 37s,Miss Fortune,Heal,Flash,6,9,8,15,50,232,5
신상공원,Victory,23m 54s,Miss Fortune,Heal,Flash,3,6,8,13,39,177,2
신상공원,Victory,25m 39s,Xayah,Heal,Flash,6,3,10,15,52,204,1
신상공원,Defeat,30m 24s,Xayah,Heal,Flash,5,3,9,16,37,263,3
신상공원,Defeat,17m 46s,Ezreal,Heal,Flash,3,9,2,9,33,96,0
신상공원,Victory,22m 51s,Lucian,Heal,Flash,4,3,9,13,43,174,3
신상공원,Victory,32m 53s,Xayah,Heal,Flash,3,2,2,16,23,309,4
신상공원,Defeat,36m 39s,Nautilus,Ignite,Flash,2,9,18,16,44,37,14
신상공원,Defeat,20m 51s,Jhin,Heal,Flash,3,5,7,11,67,151,3
신상공원,Victory,41m 5s,Kai'Sa,Heal,Flash,16,9,11,18,56,321,5
신상공원,Victory,17m 41s,Renata Glasc,Ignite,Flash,3,3,12,9,58,15,4
신상공원,Victory,16m 0s,Xayah,Heal,Flash,4,2,6,10,29,126,2
신상공원,Victory,26m 29s,Xayah,Heal,Flash,7,6,13,15,56,213,4
신상공원,Victory,34m 9s,Xayah,Heal,Flash,13,4,8,17,68,350,6
신상공원,Victory,35m 4s,Karma,Ignite,Flash,5,7,18,15,62,28,12
신상공원,Victory,15m 13s,Karma,Ignite,Flash,1,3,7,8,42,5,6
신상공원,Defeat,25m 25s,Jinx,Heal,Flash,8,5,3,13,58,220,4
신상공원,Victory,15m 35s,Jhin,Heal,Flash,8,1,3,10,34,126,1
신상공원,Defeat,16m 20s,Kai'Sa,Heal,Flash,4,6,4,9,73,113,1
T1 Smash1,Victory,35m 27s,Kai'Sa,Heal,Flash,7,6,13,18,57,302,7
T1 Smash1,Defeat,26m 40s,Nautilus,Ignite,Flash,1,8,13,11,61,31,7
T1 Smash1,Defeat,14m 53s,Ornn,Ghost,Flash,4,8,15,14,66,65,0
T1 Smash1,Victory,28m 5s,Draven,Cleanse,Flash,10,3,6,15,39,253,5
T1 Smash1,Victory,19m 7s,Draven,Heal,Flash,8,4,4,12,50,172,2
T1 Smash1,Victory,17m 11s,Samira,Cleanse,Flash,4,5,10,10,64,119,3
T1 Smash1,Victory,16m 39s,Draven,Heal,Flash,1,2,8,11,39,147,2
T1 Smash1,Defeat,15m 16s,Kai'Sa,Heal,Flash,1,7,0,8,50,94,0
T1 Smash1,Victory,39m 9s,Miss Fortune,Heal,Flash,3,3,16,18,48,337,8
T1 Smash1,Defeat,30m 52s,Jinx,Heal,Flash,4,9,9,15,54,252,4
T1 Smash1,Victory,25m 43s,Xayah,Exhaust,Flash,10,3,3,14,50,215,2
T1 Smash1,Defeat,24m 11s,Kai'Sa,Heal,Flash,2,6,3,12,38,171,1
T1 Smash1,Victory,29m 51s,Kai'Sa,Heal,Flash,15,5,11,17,59,303,3
T1 Smash1,Defeat,21m 41s,Jinx,Heal,Flash,4,6,5,11,69,183,3
T1 Smash1,Victory,19m 14s,Camille,Ignite,Flash,5,5,9,11,38,61,1
T1 Smash1,Victory,28m 28s,Jinx,Heal,Flash,8,3,8,16,39,276,5
T1 Smash1,Victory,22m 12s,Jinx,Heal,Flash,8,2,9,13,63,182,3
T1 Smash1,Victory,32m 43s,Miss Fortune,Heal,Flash,11,10,13,17,59,248,6
T1 Smash1,Victory,22m 17s,Draven,Cleanse,Flash,17,4,6,14,53,196,4
T1 Smash1,Victory,33m 2s,Miss Fortune,Heal,Flash,13,4,12,17,66,312,8
Uneasy12,Victory,25m 9s,Twitch,Cleanse,Flash,15,2,4,14,63,237,0
Uneasy12,Victory,25m 2s,Twitch,Heal,Flash,9,1,5,14,67,234,2
Uneasy12,Victory,33m 24s,Jhin,Heal,Flash,8,6,5,15,52,259,5
Uneasy12,Defeat,24m 0s,Ezreal,Exhaust,Flash,5,8,4,12,53,146,0
Uneasy12,Victory,15m 43s,Ezreal,Heal,Flash,4,4,4,9,27,99,0
Uneasy12,Victory,20m 20s,Aphelios,Heal,Flash,7,4,5,12,46,162,3
Uneasy12,Victory,25m 31s,Ezreal,Exhaust,Flash,7,3,14,15,78,205,1
Uneasy12,Victory,20m 3s,Ezreal,Heal,Flash,1,2,5,11,27,159,2
Uneasy12,Victory,23m 16s,Rakan,Exhaust,Flash,2,3,18,12,87,34,10
Uneasy12,Victory,19m 29s,Kai'Sa,Exhaust,Flash,9,4,7,12,48,176,0
Uneasy12,Defeat,21m 11s,Samira,Cleanse,Flash,3,7,2,11,38,186,2
Uneasy12,Victory,20m 40s,Katarina,Ignite,Flash,10,0,4,14,54,156,2
Uneasy12,Victory,14m 53s,Twitch,Exhaust,Flash,14,2,2,10,53,119,1
Uneasy12,Defeat,29m 34s,Twitch,Exhaust,Flash,10,12,8,15,64,201,4
Uneasy12,Victory,21m 1s,Zeri,Exhaust,Flash,3,3,2,12,23,181,2
Uneasy12,Victory,26m 5s,Lee Sin,Ignite,Flash,12,4,13,15,63,166,0
Uneasy12,Victory,26m 55s,Kai'Sa,Heal,Flash,8,4,22,15,64,200,3
Uneasy12,Victory,26m 40s,Aphelios,Heal,Flash,12,5,9,14,70,201,1
Uneasy12,Defeat,25m 28s,Aphelios,Heal,Flash,6,8,4,13,29,156,2
Uneasy12,Victory,23m 32s,Aphelios,Cleanse,Flash,5,6,12,13,39,177,2
우찬굳,Victory,18m 45s,Viego,Smite,Flash,6,1,3,13,35,164,4
우찬굳,Victory,23m 23s,Jax,Smite,Flash,14,2,5,15,50,169,2
우찬굳,Defeat,24m 25s,Lee Sin,Smite,Flash,6,9,10,14,50,147,8
우찬굳,Defeat,21m 12s,Diana,Smite,Flash,4,5,3,12,64,162,2
우찬굳,Victory,20m 50s,Karthus,Smite,Flash,7,5,13,14,51,168,2
우찬굳,Victory,27m 49s,Lee Sin,Smite,Flash,5,5,12,15,49,167,7
우찬굳,Victory,24m 41s,LeBlanc,Teleport,Flash,9,1,11,15,51,177,0
우찬굳,Defeat,22m 13s,Viktor,Teleport,Flash,0,8,2,12,14,158,0
우찬굳,Defeat,16m 55s,Karthus,Smite,Flash,3,2,0,10,60,124,0
우찬굳,Victory,27m 27s,Karthus,Smite,Flash,9,1,5,18,40,305,2
우찬굳,Defeat,15m 17s,Viego,Smite,Flash,2,6,2,9,50,90,5
우찬굳,Victory,31m 8s,Xin Zhao,Smite,Flash,5,10,8,15,42,168,3
우찬굳,Defeat,21m 52s,Karthus,Smite,Flash,7,8,4,12,61,117,1
우찬굳,Victory,17m 7s,Viego,Smite,Flash,5,3,3,10,32,104,2
우찬굳,Victory,27m 17s,Viego,Smite,Flash,13,4,9,15,61,173,8
우찬굳,Victory,21m 49s,Rek'Sai,Smite,Flash,5,2,8,13,57,152,6
